,acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes,year,Address
10371,897440,2001-02-01,FL,Dania Beach,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,0.0,U,Trans./Lac. Head/poss. Head trauma,Collided in turn,0,Collision: patron-controlled vehicles,False,False,False,0,2001,"Dania Beach, FL"
12065,900529,2000-05-13,TX,0,F,Texas Dept. of Insurance,Water park,water park,aquatic play,Aquatic play area,water play structure,0,1,13.0,M,Bumped into another guest,pain to lower leg,0,Collision: patrons collided (participatory),False,False,False,Precautionary transport for treatment by physician. SUPPLEMENTAL,2000,"0, TX"
9841,907325,2001-06-15,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Spinning cups/tubs,tea cups,Mack Rides,1,11.0,F,"Guest was running to exit the ride when she tripped over the concrete structure of the ride, landing on her left knee. she was dizzy from the ride.",Contusion,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
58,919082,2008-08-11,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,monorail,In-house,1,75.0,M,Guest stated he experienced neck pain and dizziness.  History of cardiac condition.,"Neck pain, dizziness.  Treated at local hospital and released.",0,Illness or neurological symptoms,False,False,False,0,2008,"Anaheim, CA"
8286,901056,2001-10-07,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,vertical drop,Drop tower,drop tower,Intamin AG,1,31.0,M,Jostled by ride,Strain,0,Body pain (normal motion),False,False,False,Phone-in report; no confirmed medical,2001,"0, TX"
9593,907184,2001-07-01,NJ,0,F,New Jersey Dept. of Community Affairs,Water park,water park,water slide,Water slide - undefined,waterslide,Surf Coaster,1,12.0,F,"Patron was getting into her tube her foot slipped & she hit head, starting pool.",Bump on head,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
9230,900967,2001-07-19,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,LIM shuttle loop coaster,"Premier Rides, Inc.",1,17.0,F,Jostled by ride,Right shoulder pain,0,Body pain (normal motion),False,False,False,No confirmed medical,2001,"0, TX"
4084,912484,2004-08-11,CO,Denver,F,Colorado Division of Oil and Public Safety,Amusement park,amusement ride,coaster,Coaster - steel,flying coaster,Zamperla,1,0.0,F,Jerked around on coaster.,0,0,Abrupt stop/drop/lurch,False,False,False,0,2004,"Denver, CO"
10802,905225,2000-08-16,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Boomerang,Vekoma,1,22.0,M,"Guest tripped getting into the train. He spun and fell backwards into the seat, landing on the hump between the seats.",Contusion,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
8645,906554,2001-08-19,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,"O.D. Hopkins Associates, Inc.",1,43.0,M,"Guest states that he was on the second drop and went forward catching his toenail on something sharp, pulling his toenail off.",Bleeding,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
9514,907135,2001-07-05,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,water park,float attraction,Lazy river,lazy river,In-house,1,16.0,F,Patron stated that he got his foot stuck in the gate by corkscrew resulting in a cut the entire length of his pinky toe.,Cut to toe,0,Entrapment or pinch-point,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
7036,910931,2002-07-26,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,Formula K,"Formula K Raceway, Inc.",1,12.0,F,Guest stated she bumped into the guardrail and her hand bumped the steering wheel.,Pain,0,Collision: go-kart or bumper car hit stationary object,False,False,False,0,2002,"Wildwood, NJ"
7248,910693,2002-07-12,NJ,Ocean City,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,"O.D. Hopkins Associates, Inc.",1,5.0,M,Mother stated patron bumped his head on something while riding the Logh Flume.,Laceration to Forehead,0,Impact: hit something within ride vehicle,False,False,False,0,2002,"Ocean City, NJ"
7319,920250,2002-07-08,CA,Sacramento,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,0,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2002,"Sacramento, CA"
7371,910650,2002-07-05,NJ,N. Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,Formula K,"Formula K Raceway, Inc.",1,9.0,F,"Guest states while riding as passenger in 2 person go cart, she was struck on her left side of vehicle by another guest. Guest felt pain left wrist.","Pain, unknown",0,Collision: patron-controlled vehicles,False,False,False,0,2002,"N. Wildwood, NJ"
3107,916628,2005-07-12,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,water ride,Flume ride,flume ride,0,1,8.0,F,"Patron was riding in 3rd seat of flume holding on to rails. At bottom of last hill when boat hit water, right hand came off and struck the fiberglass above the rail.",Lacerations to right hand,0,Impact: hit something within ride vehicle,False,False,False,0,2005,"0, PA"
916,916062,2007-06-02,NJ,Ocean City,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Hanglider ride,Cliffhanger,Dartron Industries,1,12.0,F,"Angelina was laying in the seat. When Vitoria was getting into the car she tried to pull herself up by grabbing the bar. This caused the bar to hit Agelina on the forehead. She was given ice packs, gauze, antiseptic wipes. She was also treated by local EMT's.",0,0,Load/Unload: hit or pinched by restraint,False,False,False,Rider Hit by Others,2007,"Ocean City, NJ"
988,916043,2007-05-12,NJ,Egg Harbor Township,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Carousel,carousel,Allan Herschell Company,1,40.0,F,Patron fell as she was getting off of carousel ride. Fell onto right knee and right hand. Ride was not moving at time of fall. Suggested she go to urgent care for treatment. Left park at 2 pm.,0,0,Load/Unload: scrape or stumble,False,False,False,Loss of Control by Rider,2007,"Egg Harbor Township, NJ"
2367,917603,2005-12-09,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,train,In-house,1,63.0,F,Guest tripped and fell as she was exiting the stopped train in *** injuring her right shoulder.,0,0,Load/Unload: scrape or stumble,False,False,False,0,2005,"Anaheim, CA"
1851,920180,2006-06-29,CA,Concord,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2006,"Concord, CA"
1433,918192,2006-08-13,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Accelerator Coaster,Intamin AG,1,20.0,F,Lapbar pushed on ribs. Rib pain.,rib pain,0,Restraint too tight,False,False,False,0,2006,"Buena Park, CA"
3980,914440,2004-08-24,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,go kart,Kreative Karts,1,0.0,U,Hit inside at go kart by another kart.,0,0,Collision: patron-controlled vehicles,False,False,False,Rider Hit by Others,2004,"Wildwood, NJ"
316,916731,2007-09-21,OH,0,F,Ohio Dept. of Agriculture,Sports or recreation facility,recreation,inflatable,Inflatable obstacle course,inflatable obstacle course,0,1,20.0,M,Patron fell while participating on course.,Broken arm,0,Fall: in climb or play area,False,False,False,0,2007,"0, OH"
11176,905531,2000-07-22,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,go kart,"Formula K Raceway, Inc.",1,13.0,M,"Guest was driving behind another vehicle, when the front car kicked up some fluid from the track and landed in both eyes.",Fluid in eyes,0,Injured by foreign object,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
11138,905509,2000-07-24,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,inflatable,Inflatable obstacle course,ladder climb,"Wapello Fabrication Co., Inc.",1,10.0,M,While changing from middle to outside ladder patron flipped ladder into his face.,Bruised lower left cheek,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2000,"Seaside Heights, NJ"
9243,906956,2001-07-19,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,pendulum,Kamikaze/inverter-type,Kamikaze,Fabbri Group,1,9.0,M,Patron hit face on lap bar.,Cut above Eye,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
7273,910713,2002-07-10,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Custom looping coaster,Arrow Dynamics,1,35.0,F,Patron stated she had neck pain after exiting the ride.,Neck pain,0,Body pain (normal motion),False,False,False,0,2002,"Jackson, NJ"
8879,906721,2001-08-06,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Tilt-a-whirl/waltzer,Waltzer,"Empire Industries, Ltd.",1,6.0,U,"At the end of the ride, as the guest was exiting, her brother let go of the lap bar as he was getting out of the car. The lap bar bumped her temple..",Contusion,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
3423,918672,2005-06-08,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Wave pool,wave pool,Wave Tek,1,17.0,F,"Park was closed at the time of incident, potential employees were demonstrating their swimming ability in the pool. One person accidentally kicked the injured in the head.",kicked in head,0,Collision: patrons collided (participatory),False,False,False,0,2005,"San Dimas, CA"
4487,914111,2004-07-05,NJ,Pt. Pleasant Beach,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,Bertazzon 3B SLR,1,6.0,F,Patron was waiting in line for the ***. The operator opened the gate and the height stick fell. The height was leaning on the railing/gate and hit patron on her toe. Patron went on the ride. After which her father brought her to the office.,0,0,Injured by foreign object,False,True,False,Operator error,2004,"Pt. Pleasant Beach, NJ"
11435,900602,2000-07-07,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,inverted coaster,Bolliger & Mabillard,1,15.0,F,Ears hit slide.  Head struck stationary object.,Hit,0,Impact: hit something within ride vehicle,False,False,False,0,2000,"0, TX"
4181,914251,2004-08-02,NJ,Piscataway,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,go kart,Pacer,1,17.0,M,"Employee was working at the go karts. At the end of the ride when all the cars were on idle, entering the pit, Jon crossed over from the rocks to the pit area. The last car that should have entered the pit avoided the pit and caught Jon's left ankle, just beofre Jon reached the pit. Jon jumped to avoid the car but did get caught on his left ankle and lande on the guard rail.",0,0,Employee injured,False,False,True,Misbehavior of Rider,2004,"Piscataway, NJ"
761,916235,2007-07-04,NJ,Cherry Hill,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,go kart,RE Enterprises,1,0.0,U,Drove into the barrier in the pit entrance. The impact caused a lacreation on his head.,0,0,Collision: go-kart or bumper car hit stationary object,False,False,False,Misbehavior of Rider,2007,"Cherry Hill, NJ"
9351,909367,2001-07-13,NY,Farmingdale,F,New York Dept. of Labor,Amusement park,amusement ride,water ride,Flume ride,flume ride,ABC Rides,1,0.0,U,"While standing at the loading/unloading platform for the boats, a child fell into the water and landed under one of the boats.","Head injury, lacerations to face.  Transported to hospital by ambulance.",https://saferparksdata.org/sites/default/files/accident_reports/NY_909367.pdf,Load/Unload: scrape or stumble,False,False,False,"State investigators found no evidence of misconduct by patrons or malfunction of the ride.  The ride owner has added a railing to prevent a similar accident from happening again.  The ride operator was at the farthest point away from the controls while the ride was operating.  Investigators concluded that she might have been given multiple tasks to perform including operating controls, monitoring loading/unloading, and monitoring queue line control.",2001,"Farmingdale, NY"
3666,917309,2005-04-02,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,looping coaster,Intamin AG,1,49.0,M,Guest alleges increasing headache after riding attraction. History of migraine headache for the past twelve days.,headache,0,Illness or neurological symptoms,False,False,False,0,2005,"Anaheim, CA"
5049,912037,2003-11-07,FL,Homosassa,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,20.0,M,"An unknown male, approximately 20 years old, claimed injury after intentionally bumping other karts and being asked to leave Go Kart track.",He left the facility advising that he would go to a hospital for treatment.,0,Collision: patron-controlled vehicles,False,False,False,Nothing further was heard from the man and no other information is available on this matter.,2003,"Homosassa, FL"
5265,917446,2003-08-20,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Ferris/gondola wheel,giant gondola wheel,Intamin AG,1,30.0,F,Guest was nauseous prior to riding the attraction. She alleges tingling in her right hand and foot and dizziness. Requested transportation to the hospital.,0,0,Illness or neurological symptoms,False,False,False,0,2003,"Anaheim, CA"
943,920013,2007-05-28,CA,Sacramento,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,0,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2007,"Sacramento, CA"
10358,900733,2001-02-17,TX,Dallas,F,Texas Dept. of Insurance,Family entertainment center,recreation,go-kart,Go-kart,go kart,Shaller Engineering,1,10.0,M,Coming out of pits and hit rail system,Sprain,0,Collision: go-kart or bumper car hit stationary object,False,False,False,0,2001,"Dallas, TX"
9611,907193,2001-06-30,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,play equipment,Slide,dry slide,Dartron Industries,1,4.0,M,"As the child approached the end of the slide he attempted to slow himself down by grabing onto the right lane rail, he lost his balance and tumbled over.",Bloody nose,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
4089,914406,2004-08-11,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Tilt-a-whirl/waltzer,Waltzer,"Empire Industries, Ltd.",1,54.0,F,Guest was riding on the Waltzer and began to feel dizzy. Pt. Stated that I felt shaky and started to blackout. Pt. Appeared to be suffering from heat exhaustion. Pt. Was given water and WWFD was dispatched. WWFD arrived at 3:20 pm asnd pt. Was transported to ***. The ride vehicle #6 was checked for abnormalities.,0,0,Illness or neurological symptoms,False,False,False,Inadvertent Rider Mishap,2004,"Wildwood, NJ"
10285,897427,2001-04-12,FL,Panama City,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,0.0,U,Ran into pit gate.,cut R knee,0,Collision: go-kart or bumper car hit stationary object,False,False,False,0,2001,"Panama City, FL"
7039,910939,2002-07-26,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - wooden,wooden coaster,Don Rossner,1,8.0,F,Patron stated after disembarking from ride her neck hurt.,Neck Pain,0,Body pain (normal motion),False,False,False,0,2002,"Jackson, NJ"
11031,905422,2000-08-01,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,Soli,1,8.0,F,Mother stated the seatbelt rubbed against her neck during the ride.,Minor abrasion to neck area,0,Seatbelt abrasion or bruising,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
10925,905333,2000-08-08,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,Togo,1,11.0,F,Guest bumped jaw on head rest during ride.,Jaw pain,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
3354,911528,2005-06-15,TX,0,F,Texas Dept. of Insurance,Water park,water park,water slide,Body slide,Shotgun Falls,Surf Coaster,1,41.0,M,Injury entering catchpool,Knee,0,Impact: hit something in participatory attraction,False,False,False,No confirmed  Outside medical,2005,"0, TX"
4295,920233,2004-07-21,CA,Concord,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,Aquatic Design Engineering (ADE),1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2004,"Concord, CA"
10828,900679,2000-08-14,TX,0,F,Texas Dept. of Insurance,Water park,water park,water slide,Water coaster,water coaster waterslide,0,1,57.0,M,Bumped into another guest,back pain,0,Collision: patrons collided (participatory),False,False,False,Precautionary transport for treatment by physician. SUPPLEMENTAL,2000,"0, TX"
4468,918889,2004-07-07,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,LIM coaster,"Premier Rides, Inc.",1,69.0,M,"Guest's daughter stated after riding attraction, her father felt chest pains. Vehicle 9, row 1, seat 1.",chest pains,0,Body pain (normal motion),False,False,False,0,2004,"Los Angeles, CA"
569,913959,2007-08-01,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Swing ride,Flying Scooters,Larson International Inc.,1,57.0,F,Patron twisted her ankle while exiting the ride and fell approximately four feet.,"Right elbow, ankle, and forehead pain",0,Load/Unload: scrape or stumble,False,False,False,0,2007,"0, PA"
9732,907268,2001-06-23,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,recreation,go-kart,Go-kart,Formula K,"Formula K Raceway, Inc.",1,10.0,F,Guest states she was walking off the ride and struck her face next to her left eye on an unknown object.,Abrasion,0,Injured in queue or exit,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
3097,919325,2005-07-13,CA,Clovis,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Half pipe,Sidewinder waterslide,"Water Fun Products, Inc.",1,11.0,F,"11-yo female had just completed the ride and stood up in the valley of the slide in preparation to exit.  At that time, she was struck by another rider.  The collision caused the child to fall face down, causing laceration and swelling of upper lip.  Patron also complained of dizziness.",Laceration and swelling to upper lip; dizziness; neck pain; headaches.  Treated by a chiropractor.,0,Collision: patrons collided (participatory),False,True,False,State determined the primary cause of the accident was the dispatch interval being too short.  The park was ordered to re-train the dispatch operator on proper dispatch procedures for this ride.,2005,"Clovis, CA"
99,919150,2008-06-26,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,aquatic play,Aquatic play area,water play structure,Amusement Leisure Worldwide,1,4.0,F,Guest's mother stated that her daughter fell while she was helping her get into the start area for slide #2.,Guest's father stated that they would be taking their daughter to get checked out.,0,Load/Unload: scrape or stumble,False,False,False,0,2008,"San Dimas, CA"
5760,910021,2003-07-02,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Hi Miler,"Miler Coaster, Inc.",1,9.0,U,Patron was riding the coaster and bumped his head on ride. Small sized bump over left eye.,Bump over left eye,0,Impact: hit something within ride vehicle,False,False,False,0,2003,"Seaside Heights, NJ"
1159,916932,2006-12-16,FL,0,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,0,1,21.0,M,"A 21 year old male was driving a kart on the Go-kart track, Grand Prix,Slick Track when he was hit from behind by another kart, causing his kart to spin around and hit the barrier wall facing the on coming karts.  This then allowed the other kart to jum",0,0,Collision: patron-controlled vehicles,False,False,False,PATRON-IMPROPER OPERATION,2006,"0, FL"
5096,918703,2003-10-06,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,8.0,M,Guest was turning head to avoid waterfall water - turned head to the right - hit bump in water - struck unpadded part of boat next to opening.,head injury,0,Impact: hit something within ride vehicle,False,False,False,0,2003,"San Diego, CA"
1300,916916,2006-09-04,FL,Jacksonville,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,29.0,F,Twenty nine year old female sustained injury to her shouolder when she was hit from behind by another kart entering pit area.,Shoulder injury,0,Collision: patron-controlled vehicles,False,False,False,PATRON-IMPROPER OPERATION,2006,"Jacksonville, FL"
6780,917351,2002-08-12,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,looping coaster,Intamin AG,1,9.0,M,Guest felt neck pain at bottom of the loop during normal attraction operation.,neck pain,0,Body pain (normal motion),False,False,False,0,2002,"Anaheim, CA"
5546,910079,2003-07-21,NJ,Beach Haven,F,New Jersey Dept. of Community Affairs,Water park,water park,aquatic play,Aquatic play area,water play structure,SCS Interactive,1,8.0,U,"Patron was going down small brown slide and hit his left foot on something and cut in big toe, his pinky toe, and next toe.","Cut big toe, pinky toe and next toe",0,Impact: hit something in participatory attraction,False,False,False,0,2003,"Beach Haven, NJ"
5156,910221,2003-09-07,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,other attraction,Walk-through,Persian Camel,KMMS Inc.,1,4.0,U,"While child was climbing down noving stairs, child tripped off stairs and hit bridge of nose on the outer banister.",Hit bridge of nose,0,Fall: in climb or play area,False,False,False,Investigated by State Officials,2003,"Seaside Heights, NJ"
8996,900993,2001-07-31,TX,0,F,Texas Dept. of Insurance,Water park,water park,water slide,Water slide - undefined,waterslide,0,1,6.0,M,Slipped and fell,Deep laceration to the left eyelid and abrasion to left cheek.,0,Load/Unload: scrape or stumble,False,False,False,"Running, lifeguard told him to stop running but child continued to run and fell.",2001,"0, TX"
9818,900896,2001-06-16,TX,0,F,Texas Dept. of Insurance,Zoo or museum,amusement ride,spinning,Carousel,carousel,0,1,3.0,M,"Ride- the particular horse on merry-go-round was marked with tape not to use but, father placed on this horse anyway.",Hand-pinched by stationary pole at ride,0,Other,False,False,False,0,2001,"0, TX"
8060,918069,2002-04-21,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Flipping platform,Rotoshake,Zamperla,2,14.0,F,This ride rotates and flips riders upside down throughout the normal course of the cycle. Guest 1 suffers from a medical disorder and going upside down caused a psychological reaction. Guest 2 suffers from migraine headaches and experienced one when the ride was inverted. Both girls were transported to the hospital for medication and were released.,0,0,Illness or neurological symptoms,False,False,False,0,2002,"Buena Park, CA"
8707,909274,2001-08-16,OH,Aurora,F,Ohio Dept. of Agriculture,Water park,amusement ride,spinning,Sizzler/scrambler,Scrambler,Eli Bridge Co.,1,12.0,M,Child slipped and broke leg.,Patron admitted to hospital with broken leg.,0,Load/Unload: scrape or stumble,False,False,False,Ride re-inspected and okay.  Conclusion:  patron error.,2001,"Aurora, OH"
8380,898314,2001-09-07,OK,OKC,F,Oklahoma Dept. of Labor,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,0,1,0.0,U,Caught foot in gap between ride car and unloading dock.,Foot injury,0,Entrapment or pinch-point,False,False,False,Accident was reported by patron's attorney.  Park did not report accident to state.,2001,"OKC, OK"
827,916145,2007-06-21,NJ,Cherry Hill,F,New Jersey Dept. of Community Affairs,Family entertainment center,water park,aquatic play,Aquatic play area,water play structure,WhiteWater West Industries Ltd.,1,0.0,U,He was going up the stairs and the bucket dumped. He slipped and fell bumping his head on the steps.,0,0,Fall: in climb or play area,False,False,False,Loss of Control by Rider,2007,"Cherry Hill, NJ"
1429,919926,2006-08-14,CA,Vallejo,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,Boomerang,Vekoma,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2006,"Vallejo, CA"
11066,900654,2000-07-29,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,"O.D. Hopkins Associates, Inc.",1,8.0,M,Standing on exit bridge. He did not hold on and hit head on bar.,cut,0,Injured in queue or exit,False,False,False,May have ducked.,2000,"0, TX"
8761,906648,2001-08-12,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,vertical drop,Drop tower,Jumpin' Star,Zamperla,1,7.0,M,Patron bumped right knee on seat while exiting.,Knee Abrasion,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
5199,910201,2003-08-29,NJ,0,P,New Jersey Dept. of Community Affairs,Carnival or rental,amusement ride,coaster,Coaster - family/kiddie,Dragon Wagon,"Wisdom Industries, Ltd.",1,8.0,U,"Rear bottom wheel-left side of car #9 came off and child in car#9 bumpoed side of car at the angle, seat belt remained closed-bumoped knee inside car. Paramedics took child to hospital to check ribs.","Injury to ribs, knee",0,Derailment,True,False,False,Investigated by State Officials,2003,"0, NJ"
2132,916880,2006-05-13,FL,0,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,0,1,14.0,F,Instructions: Fourteen year old female failed to follow instructions to stay in kart in the pit area until all other go kart patrons had entered the pit area  causing injury to foot.,Injury to foot,0,Impact: person hit by ride,False,False,False,PATRON,2006,"0, FL"
6498,919501,2002-09-15,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,wild mouse,Mack Rides,1,16.0,F,Guest states she hit her left eyebrow on the side of the vehicle causing a laceration.,Laceration to eyebrow.  Treated at local hospital.,0,Impact: hit something within ride vehicle,False,False,False,0,2002,"Anaheim, CA"
2812,920175,2005-08-06,CA,Concord,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,Aquatic Design Engineering (ADE),1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2005,"Concord, CA"
4119,911638,2004-08-08,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,water ride,Flume ride,flume ride,Arrow Dynamics,1,37.0,M,Unknown by guest,Pain,0,Unknown (not enough info),False,False,False,0,2004,"0, TX"
9265,906966,2001-07-17,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,Bertazzon 3B SLR,1,11.0,F,"Patron was riding the ***, she turned around in her car and was bumped.  This caused her to hit the side of her face (right cheek area)on the car.",Swollen Cheeks,0,Collision: patron-controlled vehicles,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
3015,916663,2005-07-20,PA,0,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Whip,Whip,Rideworks,1,10.0,F,"Patron was rushing to get to car #5, which was on far side of ride. When cutting across track, patron believes she slipped on grease and fell.","Possible fractured left arm, lacerations left knee, abrasions abdomen",0,Load/Unload: scrape or stumble,False,False,False,0,2005,"0, PA"
11121,898264,2000-07-24,OK,OKC,F,Oklahoma Dept. of Labor,Amusement park,amusement ride,spinning,Tilt-a-whirl/waltzer,Tilt-a-Whirl,Sellner,1,7.0,M,Patron struck head on metal bar at top of padding.,"Laceration to head, first aid.",0,Impact: hit something within ride vehicle,False,False,False,0,2000,"OKC, OK"
6671,911194,2002-08-19,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,Hydro Flume,Arrow Dynamics,1,11.0,M,Patron stated during cou4se of ride he stuck his hand outside of boat and caught between boat and side wall.,Abrasion to right wrist,0,Impact: extremity hit something outside carrier,False,False,False,0,2002,"Jackson, NJ"
11650,905936,2000-06-27,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Tube slide,tube slide,Surf Coaster,1,43.0,M,guest flipped out of flume and hit head.,Contusion,0,Impact: hit something in participatory attraction,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
8046,910335,2002-04-27,NJ,Pt. Pleasant,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Plane/jet/helicopter,Mini Jet,Zamperla,1,3.0,M,"While riding the helicopters, patron bumped his head against the windshield. Ice was administered, First aid was refused.",Bump on the head,0,Impact: hit something within ride vehicle,False,False,False,0,2002,"Pt. Pleasant, NJ"
